NCTETID	SCHOOLYEAR_SP	SPRINGTQ_11	SPRINGTQ_12	SPRINGTQ_13	SURVEY_GRADE	NMO01	NMO02_2011	NMO02_2012	NMO02_2013	NMO03_2011	NMO03_2012	NMO03_2013	NMO04_2011	NMO04_2012	NMO04_2013	NMO05_2011	NMO05_2012	NMO05_2013	NMO06_2011	NMO06_2012	NMO06_2013	NMO07_2011	NMO07_2012	NMO07_2013	NMO08_2011	NMO08_2012	NMO08_2013	NMO09_2011	NMO09_2012	NMO09_2013	NMO10_2011	NMO10_2012	NMO10_2013	NMO11_2011	NMO11_2012	NMO11_2013	NMO12_2011	NMO12_2012	NMO12_2013	NMO13_2011	NMO13_2012	NMO13_2013	NMO14_2011	NMO14_2012	NMO14_2013	NMO15_2011	NMO15_2012	NMO15_2013	NMO16_2011	NMO16_2012	NMO16_2013	ALG01_2011	ALG01_2012	ALG01_2013	ALG02_2011	ALG02_2012	ALG02_2013	ALG03_2011	ALG03_2012	ALG03_2013	ALG04_2011	ALG04_2012	ALG04_2013	ALG05_2011	ALG05_2012	ALG05_2013	ALG06_2011	ALG06_2012	ALG06_2013	ALG07	ALG08_2011	ALG08_2012	ALG08_2013	ALG09	GEO01	GEO02	GEO03	GEO04	GEO05	GEO06	GEO07	GEO08	SOL01	SOL02	SOL03	SOL04	SOL05	STL01_SP	STL02_SP	STL03_SP	STL04_SP	STL05_SP	STL06_SP	STL07_SP	SCC01_SP	SCC02_SP	SCC03_SP	SCC04_SP	SCC05_SP	SCC06_SP	SCC07_SP	SCC08_SP	G4KS_Q1A_11	G4KS_Q1B_11	G4KS_Q1C_11	G4KS_Q2A_11	G4KS_Q2B_11	G4KS_Q2C_11	G4KS_Q3A_11	G4KS_Q3B_11	G4KS_Q3C_11	G4KS_Q4A_11	G4KS_Q4B_11	G4KS_Q4C_11	G4KS_Q5A_11	G4KS_Q5B_11	G4KS_Q5C_11	G4KS_Q6A_11	G4KS_Q6B_11	G4KS_Q6C_11	G4KS_Q7A_11	G4KS_Q7B_11	G4KS_Q7C_11	G4KS_Q8A_11	G4KS_Q8B_11	G4KS_Q8C_11	G4KS_Q9A_11	G4KS_Q9B_11	G4KS_Q9C_11	G4KS_Q10A_11	G4KS_Q10B_11	G4KS_Q10C_11	G4KS_Q11A_11	G4KS_Q11B_11	G4KS_Q11C_11	G4KS_Q12A_11	G4KS_Q12B_11	G4KS_Q12C_11	G4KS_Q13A_11	G4KS_Q13B_11	G4KS_Q13C_11	G4KS_Q14A_11	G4KS_Q14B_11	G4KS_Q14C_11	G5KS_Q1A_11	G5KS_Q1B_11	G5KS_Q1C_11	G5KS_Q2A_11	G5KS_Q2B_11	G5KS_Q2C_11	G5KS_Q3A_11	G5KS_Q3B_11	G5KS_Q3C_11	G5KS_Q4A_11	G5KS_Q4B_11	G5KS_Q4C_11	G5KS_Q5A_11	G5KS_Q5B_11	G5KS_Q5C_11	G5KS_Q6A_11	G5KS_Q6B_11	G5KS_Q6C_11	G5KS_Q7A_11	G5KS_Q7B_11	G5KS_Q7C_11	G5KS_Q8A_11	G5KS_Q8B_11	G5KS_Q8C_11	G5KS_Q9A_11	G5KS_Q9B_11	G5KS_Q9C_11	G5KS_Q10A_11	G5KS_Q10B_11	G5KS_Q10C_11	G5KS_Q11A_11	G5KS_Q11B_11	G5KS_Q11C_11	G5KS_Q12A_11	G5KS_Q12B_11	G5KS_Q12C_11	G5KS_Q13A_11	G5KS_Q13B_11	G5KS_Q13C_11	G5KS_Q14A_11	G5KS_Q14B_11	G5KS_Q14C_11	G5KS_Q15A_11	G5KS_Q15B_11	G5KS_Q15C_11	G4KS_Q1A_12	G4KS_Q1B_12	G4KS_Q1C_12	G4KS_Q2A_12	G4KS_Q2B_12	G4KS_Q2C_12	G4KS_Q3A_12	G4KS_Q3B_12	G4KS_Q3C_12	G4KS_Q4A_12	G4KS_Q4B_12	G4KS_Q4C_12	G4KS_Q5A_12	G4KS_Q5B_12	G4KS_Q5C_12	G4KS_Q6A_12	G4KS_Q6B_12	G4KS_Q6C_12	G4KS_Q7A_12	G4KS_Q7B_12	G4KS_Q7C_12	G4KS_Q8A_12	G4KS_Q8B_12	G4KS_Q8C_12	G5KS_Q1A_12	G5KS_Q1B_12	G5KS_Q1C_12	G5KS_Q2A_12	G5KS_Q2B_12	G5KS_Q2C_12	G5KS_Q3A_12	G5KS_Q3B_12	G5KS_Q3C_12	G5KS_Q4A_12	G5KS_Q4B_12	G5KS_Q4C_12	G5KS_Q5A_12	G5KS_Q5B_12	G5KS_Q5C_12	G5KS_Q6A_12	G5KS_Q6B_12	G5KS_Q6C_12	G5KS_Q7A_12	G5KS_Q7B_12	G5KS_Q7C_12	G5KS_Q8A_12	G5KS_Q8B_12	G5KS_Q8C_12	G4KS_Q1A_13	G4KS_Q1B_13	G4KS_Q2A_13	G4KS_Q2B_13	G4KS_Q3A_13	G4KS_Q3B_13	G4KS_Q4A_13	G4KS_Q4B_13	G4KS_Q5A_13	G4KS_Q5B_13	G4KS_Q6A_13	G4KS_Q6B_13	G4KS_Q7A_13	G4KS_Q7B_13	G4KS_Q8A_13	G4KS_Q8B_13	G4KS_Q9A_13	G4KS_Q9B_13	G4KS_Q10A_13	G4KS_Q10B_13	G4KS_Q11A_13	G4KS_Q11B_13	G4KS_Q12A_13	G4KS_Q12B_13	G4KS_Q13A_13	G4KS_Q13B_13	G4KS_Q14A_13	G4KS_Q14B_13	G4KS_Q15A_13	G4KS_Q15B_13	G4KS_Q16A_13	G4KS_Q16B_13	G5KS_Q1A_13	G5KS_Q1B_13	G5KS_Q2A_13	G5KS_Q2B_13	G5KS_Q3A_13	G5KS_Q3B_13	G5KS_Q4A_13	G5KS_Q4B_13	G5KS_Q5A_13	G5KS_Q5B_13	G5KS_Q6A_13	G5KS_Q6B_13	G5KS_Q7A_13	G5KS_Q7B_13	G5KS_Q8A_13	G5KS_Q8B_13	G5KS_Q9A_13	G5KS_Q9B_13	G5KS_Q10A_13	G5KS_Q10B_13	G5KS_Q11A_13	G5KS_Q11B_13	G5KS_Q12A_13	G5KS_Q12B_13	G5KS_Q13A_13	G5KS_Q13B_13	G5KS_Q14A_13	G5KS_Q14B_13	G5KS_Q15A_13	G5KS_Q15B_13	G5KS_Q16A_13	G5KS_Q16B_13	G5KS_Q17A_13	G5KS_Q17B_13	ACCURACY	KOSM	ACCURACY_YR	KOSM_YR
11005	2013	1	1	1	5	999	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	4	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	999	998	5	999	5	5	5	4	4	4	4	4	999	999	999	999	999	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	80	70	70	50	50	70	70	50	50	 	 	50	50	50	50	50	50	50	50	20	20	20	20	50	50	50	50	30	40	60	60	60	60	-.515186786652	-1.091974616051	-.446452111006	 
11006	2011	1	1	0	4	1	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	2	1	2	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	40	2	1	60	1	3	5	2	2	75	3	4	5	3	1	50	1	3	65	1	3	5	3	1	5	 	1	0	3	1	5	2	2	25	3	3	50	 	2	5	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.212388917804	.670248508453	-.087050005794	.563215315342
11006	2012	1	1	0	4	999	999	3	998	999	4	998	999	5	998	999	5	998	999	3	998	999	2	998	999	2	998	999	4	998	999	4	998	999	4	998	999	3	998	999	2	998	999	2	998	999	2	998	999	2	998	999	3	998	999	3	998	999	3	998	999	3	998	999	4	998	999	3	998	999	999	4	998	999	3	4	4	4	3	3	1	3	999	999	999	999	999	4	3	2	4	2	4	3	4	3	3	4	3	4	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	35	B	50	65	A	60	75	B	5	20	A	30	30	44	25	35	6	50	60	A	10	25	C	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.212388917804	.670248508453	.540369927883	6.7E-11
11007	2011	1	1	1	4	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	3	3	1	4	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	80	2	3	90	2	4	50	 	2	98	2	4	80	3	3	90	1	4	90	1	4	70	3	3	75	1	3	60	1	3	90	 	4	90	3	4	75	4	4	65	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.100250788033	-.0378235057	.108510136604	.085809595883
11007	2012	1	1	1	4	999	999	5	998	999	5	998	999	4	998	999	5	998	999	5	998	999	2	998	999	4	998	999	5	998	999	4	998	999	5	998	999	3	998	999	3	998	999	1	998	999	3	998	999	1	998	999	4	998	999	1	998	999	3	998	999	1	998	999	1	998	999	3	998	999	999	1	998	999	1	4	4	4	5	5	2	5	999	999	999	999	999	3	4	3	4	5	5	4	4	2	4	4	1	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	85	80	A	90	80	A	75	80	B	 	 	 	90	 	48	80	 	24	90	 	C	70	 	A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.100250788033	-.0378235057	-.36842378974	-6.2E-11
11007	2013	1	1	1	4	999	999	998	5	999	998	4	999	998	5	999	998	4	999	998	5	999	998	4	999	998	4	999	998	4	999	998	3	999	998	4	999	998	4	999	998	4	999	998	1	999	998	1	999	998	2	999	998	2	999	998	1	999	998	3	999	998	1	999	998	1	999	998	3	999	999	998	1	999	4	5	3	4	4	4	4	4	999	999	999	999	999	4	4	3	4	3	4	4	4	4	3	4	2	4	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	70	60	80	65	80	75	75	65	80	70	60	50	90	75	75	70	90	80	90	80	60	60	95	90	100	100	80	70	60	50	75	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.100250788033	-.0378235057	-.129916012287	 
11009	2011	1	1	0	4	1	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	2	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	95	1	4	5	3	1	95	3	3	5	1	1	90	1	3	80	1	2	5	3	1	70	2	1	50	3	1	50	2	3	75	4	3	75	2	1	50	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.275361508131	-.289756596088	.092269971967	-.218380197883
11009	2012	1	1	0	4	999	999	3	998	999	5	998	999	1	998	999	5	998	999	2	998	999	3	998	999	3	998	999	3	998	999	3	998	999	4	998	999	4	998	999	3	998	999	2	998	999	2	998	999	2	998	999	3	998	999	2	998	999	3	998	999	2	998	999	3	998	999	3	998	999	999	4	998	999	3	3	5	5	5	3	2	3	999	999	999	999	999	4	3	3	3	3	3	3	3	3	3	4	2	4	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	70	A	85	80	A	90	90	D	10	10	A	75	60	45	60	60	24	80	80	C	50	50	C	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.275361508131	-.289756596088	.397013664246	-4.1E-11
11010	2011	1	0	0	5	1	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	0	999	999	0	999	999	999	999	999	999	999	999	1	1	1	1	1	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	2	3	90	2	2	20	3	2	75	1	3	50	1	2	50	1	1	60	1	2	20	2	1	10	3	1	20	3	3	0	1	1	20	2	1	10	2	1	10	3	1	10	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.266359508038	-.291275292635	.337441504002	-.250529050827
11011	2011	1	1	0	5	1	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	1	1	1	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	3	3	100	3	4	75	2	4	85	1	2	50	3	1	90	1	4	100	2	4	50	3	2	70	3	3	 	 	 	 	 	 	85	3	2	75	3	3	75	3	3	80	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.329372256994	-.87926119566	.084499947727	-.339114099741
11011	2012	1	1	0	5	999	999	3	998	999	3	998	999	2	998	999	3	998	999	3	998	999	4	998	999	5	998	999	5	998	999	5	998	999	5	998	999	3	998	999	4	998	999	3	998	999	998	998	999	4	998	999	3	998	999	3	998	999	5	998	999	2	998	999	5	998	999	3	998	999	999	2	998	999	5	5	5	5	5	5	5	5	999	999	999	999	999	4	4	2	3	2	2	5	4	4	2	3	2	4	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	70	A	75	75	A	90	75	A	100	100	C	70	50	C	75	70	B	85	80	A	90	50	434	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.329372256994	-.87926119566	-.571086585522	-.711649656296
11012	2011	1	1	0	4	1	1	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	1	1	1	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	10	2	3	70	2	3	10	1	3	90	2	3	50	3	3	70	1	3	100	3	2	0	3	1	20	2	2	1	1	1	0	1	1	5	3	2	20	1	2	10	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.047655507922	-.588668525219	-.321547478437	-.738415539265
11012	2012	1	1	0	4	999	999	2	998	999	1	998	999	2	998	999	3	998	999	3	998	999	2	998	999	2	998	999	4	998	999	3	998	999	4	998	999	3	998	999	3	998	999	2	998	999	2	998	999	2	998	999	2	998	999	2	998	999	2	998	999	2	998	999	3	998	999	2	998	999	999	2	998	999	3	3	4	4	4	2	1	2	999	999	999	999	999	3	3	3	4	2	2	3	4	2	2	4	1	2	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	50	A	95	95	A	50	75	B	0	0	A	50	50	48	10	50	24	40	60	B	20	50	A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.047655507922	-.588668525219	.353243649006	6.7E-11
11013	2011	1	0	0	5	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	1	1	5	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	2	4	20	3	3	10	2	2	50	2	1	75	1	4	10	2	2	 	1	4	 	2	2	 	2	2	 	2	2	80	2	4	50	2	2	10	2	1	10	1	2	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.542529582977	-.456223666668	-.669347345829	-.39764636755
11014	2011	1	1	0	5	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	1	1	1	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	82	1	3	91	2	4	82	3	3	73	3	3	73	1	3	83	2	3	83	 	3	83	1	3	83	2	3	83	1	3	83	1	4	83	2	3	 	3	3	 	4	3	 	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.181024879217	.114104159176	-.542489349842	.133261844516
11014	2012	1	1	0	5	999	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	5	998	999	4	998	999	5	998	999	4	998	999	4	998	999	4	998	999	4	998	999	999	5	998	999	5	5	5	5	5	5	4	5	999	999	999	999	999	4	4	4	5	5	4	4	5	4	4	4	2	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	95	85	B	85	70	A	90	75	B	98	85	C	90	70	A	85	70	B	90	80	C	95	80	4134	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.181024879217	.114104159176	.138600543141	-.020708454773
